Unnamed: 0,isbuyer,buy_freq,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,y_buy
36008,0,0,1,0.00000,0.00000,0.00000,0.00000,13,13,0,0,7,16,0
16740,0,0,1,0.00000,0.00000,0.00000,0.00000,37,37,0,0,180,1280,0
9220,0,0,3,0.00000,19.06250,0.00000,-34.40799,47,47,0,1,125,214,0
26836,0,0,4,0.00000,43.66667,0.00000,32.60632,0,0,0,1,56,130,0
2623,0,0,3,0.00000,51.37500,0.00000,-28.79850,63,63,0,1,47,106,0
17816,0,0,1,0.00000,0.00000,0.00000,0.00000,84,84,0,0,54,232,0
20070,1,2,12,13.08333,6.73106,-32.54447,6.04234,0,0,1,1,5,52,0
11533,0,0,1,0.00000,0.00000,0.00000,0.00000,168,168,0,0,30,193,0
32293,0,0,3,0.00000,6.85417,0.00000,-120.67970,125,125,0,1,177,525,0
34581,0,0,1,0.00000,0.00000,0.00000,0.00000,57,57,0,0,39,152,0
15152,0,0,5,0.00000,13.47917,0.00000,1.74415,9,9,0,1,134,736,0
13706,0,0,1,0.00000,0.00000,0.00000,0.00000,27,27,0,0,45,163,0
3625,0,0,1,0.00000,0.00000,0.00000,0.00000,71,71,0,0,43,148,0
29831,0,0,1,0.00000,0.00000,0.00000,0.00000,69,69,0,0,34,120,0
6824,0,0,1,0.00000,0.00000,0.00000,0.00000,76,76,0,0,10,9,0
23928,0,0,1,0.00000,0.00000,0.00000,0.00000,69,69,0,0,29,119,0
30452,0,0,1,0.00000,0.00000,0.00000,0.00000,30,30,0,0,62,265,0
35051,0,0,2,0.00000,0.04167,0.00000,-132.93510,132,132,0,1,115,484,0
23675,0,0,1,0.00000,0.00000,0.00000,0.00000,14,14,0,0,162,307,0
19171,0,0,1,0.00000,0.00000,0.00000,0.00000,47,47,0,0,24,72,0
9671,0,0,1,0.00000,0.00000,0.00000,0.00000,1,1,0,0,114,2670,0
33129,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,185,819,0
7879,1,1,3,0.00000,5.20833,0.00000,-58.27317,61,61,0,1,47,309,0
28985,0,0,3,0.00000,6.43750,0.00000,2.99333,1,1,0,1,56,509,0
23128,0,0,2,0.00000,12.95833,0.00000,-53.73978,60,60,0,1,163,1677,0
22613,0,0,1,0.00000,0.00000,0.00000,0.00000,105,105,0,0,29,884,0
37575,0,0,2,0.00000,0.04167,0.00000,-49.74816,49,49,0,1,57,211,0
15662,0,0,1,0.00000,0.00000,0.00000,0.00000,98,98,0,0,176,624,0
23175,0,0,1,0.00000,0.00000,0.00000,0.00000,105,105,0,0,21,864,0
10824,0,0,1,0.00000,0.00000,0.00000,0.00000,8,8,0,0,-1,840,0
25049,0,0,1,0.00000,0.00000,0.00000,0.00000,160,160,0,0,61,2562,0
10594,0,0,1,0.00000,0.00000,0.00000,0.00000,186,186,0,0,161,3121,0
21568,0,0,1,0.00000,0.00000,0.00000,0.00000,161,161,0,0,99,171,0
176,0,0,1,0.00000,0.00000,0.00000,0.00000,41,41,0,0,72,238,0
22968,0,0,2,0.00000,7.95833,0.00000,-151.01160,154,154,0,1,171,4009,0
9259,0,0,2,0.00000,30.87500,0.00000,-31.80501,47,47,0,1,168,959,0
2584,0,0,1,0.00000,0.00000,0.00000,0.00000,160,160,0,0,161,1873,0
24284,0,0,1,0.00000,0.00000,0.00000,0.00000,145,145,0,0,62,368,0
35291,0,0,1,0.00000,0.00000,0.00000,0.00000,7,7,0,0,30,109,0
26017,0,0,1,0.00000,0.00000,0.00000,0.00000,30,30,0,0,174,558,0
17654,0,0,7,0.00000,1.14583,0.00000,-11.11251,12,12,0,1,6,140,0
12547,0,0,1,0.00000,0.00000,0.00000,0.00000,90,90,0,0,5,6,0
14534,0,0,1,0.00000,0.00000,0.00000,0.00000,33,33,0,0,192,200,0
29970,0,0,1,0.00000,0.00000,0.00000,0.00000,3,3,0,0,76,285,0
16850,0,0,4,0.00000,2.26389,0.00000,-33.57695,35,35,0,1,51,207,0
31686,0,0,1,0.00000,0.00000,0.00000,0.00000,42,42,0,0,92,321,0
24830,0,0,2,0.00000,0.08333,0.00000,-62.84887,62,62,0,1,30,63,0
26864,0,0,3,0.00000,45.97917,0.00000,6.18081,24,24,0,1,160,3575,0
1654,0,0,1,0.00000,0.00000,0.00000,0.00000,42,42,0,0,119,440,0
19252,0,0,3,0.00000,0.77083,0.00000,-0.08522,0,0,0,1,2,16,0
33433,0,0,2,0.00000,0.04167,0.00000,-43.11573,43,43,0,1,11,120,0
5981,0,0,1,0.00000,0.00000,0.00000,0.00000,85,85,0,0,164,1753,0
15284,0,0,1,0.00000,0.00000,0.00000,0.00000,127,127,0,0,183,1190,0
8048,0,0,7,0.00000,21.08333,0.00000,-25.72070,43,43,0,1,128,1525,0
11318,0,0,1,0.00000,0.00000,0.00000,0.00000,170,170,0,0,10,54,0
5574,0,0,1,0.00000,0.00000,0.00000,0.00000,12,12,0,0,-1,18,0
17950,0,0,1,0.00000,0.00000,0.00000,0.00000,44,44,0,0,59,137,0
32197,0,0,2,0.00000,4.12500,0.00000,-72.00690,74,74,0,1,11,61,0
2158,0,0,4,0.00000,13.05556,0.00000,-51.36697,61,61,0,1,83,292,0
26068,0,0,1,0.00000,0.00000,0.00000,0.00000,14,14,0,0,14,62,0
13347,0,0,1,0.00000,0.00000,0.00000,0.00000,161,161,0,0,0,932,0
6320,0,0,1,0.00000,0.00000,0.00000,0.00000,79,79,0,0,73,195,0
6339,0,0,1,0.00000,0.00000,0.00000,0.00000,9,9,0,0,103,786,0
18663,0,0,1,0.00000,0.00000,0.00000,0.00000,41,41,0,0,172,378,0
131,0,0,1,0.00000,0.00000,0.00000,0.00000,8,8,0,0,-1,691,0
21885,0,0,1,0.00000,0.00000,0.00000,0.00000,8,8,0,0,56,278,0
5345,0,0,2,0.00000,0.66667,0.00000,-123.78280,124,124,0,1,96,223,0
21621,0,0,1,0.00000,0.00000,0.00000,0.00000,61,61,0,0,16,2112,0
28110,0,0,1,0.00000,0.00000,0.00000,0.00000,172,172,0,0,9,98,0
13721,0,0,21,0.00000,7.40000,0.00000,6.39232,0,0,0,1,166,1855,0
6950,0,0,1,0.00000,0.00000,0.00000,0.00000,72,72,0,0,144,440,0
37355,0,0,1,0.00000,0.00000,0.00000,0.00000,55,55,0,0,104,170,0
31600,0,0,1,0.00000,0.00000,0.00000,0.00000,3,3,0,0,2,19,0
28215,0,0,1,0.00000,0.00000,0.00000,0.00000,17,17,0,0,175,614,0
23465,0,0,1,0.00000,0.00000,0.00000,0.00000,145,145,0,0,31,241,0
36485,0,0,1,0.00000,0.00000,0.00000,0.00000,161,161,0,0,182,815,0
21198,0,0,1,0.00000,0.00000,0.00000,0.00000,0,0,0,0,79,148,0
12044,0,0,2,0.00000,0.04167,0.00000,-167.63810,167,167,0,1,86,1461,0
30015,0,0,1,0.00000,0.00000,0.00000,0.00000,100,100,0,0,165,1381,0
32003,0,0,1,0.00000,0.00000,0.00000,0.00000,0,0,0,0,123,744,0
21211,1,1,4,0.00000,1.84722,0.00000,-0.54793,1,1,0,1,31,112,0
9058,0,0,1,0.00000,0.00000,0.00000,0.00000,107,107,0,0,95,561,0
33058,0,0,3,0.00000,13.87500,0.00000,-117.02950,126,126,0,1,179,1803,0
11035,0,0,2,0.00000,55.95833,0.00000,-82.29329,110,110,0,1,20,161,0
6533,0,0,2,0.00000,6.33333,0.00000,-118.41410,121,121,0,1,173,2027,0
411,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,169,459,0
16118,0,0,3,0.00000,51.45833,0.00000,-14.59441,48,48,0,1,82,425,0
18152,0,0,1,0.00000,0.00000,0.00000,0.00000,118,118,0,0,57,335,0
26301,0,0,2,0.00000,0.04167,0.00000,-41.78066,41,41,0,1,21,171,0
15199,0,0,1,0.00000,0.00000,0.00000,0.00000,171,171,0,0,163,540,0
20055,1,1,8,0.00000,12.02381,0.00000,-66.52164,77,77,0,1,143,1071,0
34919,1,1,19,0.00000,2.71991,0.00000,2.49009,0,0,0,1,27,263,0
34625,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,7,43,0
2843,0,0,1,0.00000,0.00000,0.00000,0.00000,30,30,0,0,24,1026,0
18324,0,0,9,0.00000,18.70313,0.00000,7.58308,9,9,0,1,56,32,0
17097,0,0,1,0.00000,0.00000,0.00000,0.00000,134,134,0,0,41,97,0
28184,0,0,1,0.00000,0.00000,0.00000,0.00000,46,46,0,0,52,992,0
16579,0,0,1,0.00000,0.00000,0.00000,0.00000,11,11,0,0,1,411,0
2768,0,0,1,0.00000,0.00000,0.00000,0.00000,127,127,0,0,60,204,0
4740,0,0,1,0.00000,0.00000,0.00000,0.00000,29,29,0,0,7,32,0
35993,0,0,1,0.00000,0.00000,0.00000,0.00000,168,168,0,0,171,508,0
4928,0,0,1,0.00000,0.00000,0.00000,0.00000,127,127,0,0,188,424,0
26666,0,0,2,0.00000,9.04167,0.00000,4.36817,0,0,0,1,20,171,0
29072,0,0,3,0.00000,8.02083,0.00000,-107.37430,112,112,0,1,59,180,0
16826,0,0,1,0.00000,0.00000,0.00000,0.00000,67,67,0,0,167,5027,0
28654,0,0,7,0.00000,1.84722,0.00000,-59.42116,61,61,0,1,31,55,0
5195,0,0,1,0.00000,0.00000,0.00000,0.00000,3,3,0,0,19,109,0
16013,0,0,2,0.00000,78.58334,0.00000,35.13986,4,4,0,1,46,324,0
30650,0,0,3,0.00000,7.00000,0.00000,-54.54781,59,59,0,1,24,306,0
24651,0,0,1,0.00000,0.00000,0.00000,0.00000,21,21,0,0,7,23,0
18686,0,0,1,0.00000,0.00000,0.00000,0.00000,20,20,0,0,24,49,0
26631,0,0,2,0.00000,14.62500,0.00000,-115.17910,122,122,0,1,16,51,0
34456,0,0,2,0.00000,14.00000,0.00000,-62.95430,69,69,0,1,24,84,0
9667,0,0,2,0.00000,2.12500,0.00000,-29.98778,31,31,0,1,34,418,0
8512,0,0,1,0.00000,0.00000,0.00000,0.00000,25,25,0,0,81,372,0
23477,0,0,1,0.00000,0.00000,0.00000,0.00000,21,21,0,0,4,47,0
9541,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,162,2986,0
4334,0,0,1,0.00000,0.00000,0.00000,0.00000,152,152,0,0,18,238,0
21990,0,0,1,0.00000,0.00000,0.00000,0.00000,90,90,0,0,165,190,0
17835,0,0,1,0.00000,0.00000,0.00000,0.00000,4,4,0,0,3,36,0
35287,1,1,0,0.00000,0.00000,0.00000,0.00000,0,0,0,0,164,538,0
10377,0,0,1,0.00000,0.00000,0.00000,0.00000,121,121,0,0,9,22,0
27361,0,0,1,0.00000,0.00000,0.00000,0.00000,20,20,0,0,19,105,0
1173,0,0,1,0.00000,0.00000,0.00000,0.00000,25,25,0,0,4,26,0
6276,0,0,2,0.00000,16.45833,0.00000,-94.06060,102,102,0,1,173,4258,0
5230,0,0,1,0.00000,0.00000,0.00000,0.00000,11,11,0,0,154,756,0
34214,0,0,1,0.00000,0.00000,0.00000,0.00000,149,149,0,0,124,432,0
32399,0,0,1,0.00000,0.00000,0.00000,0.00000,35,35,0,0,93,1208,0
13839,0,0,1,0.00000,0.00000,0.00000,0.00000,96,96,0,0,66,361,0
35969,0,0,1,0.00000,0.00000,0.00000,0.00000,118,118,0,0,83,1113,0
3962,0,0,1,0.00000,0.00000,0.00000,0.00000,97,97,0,0,65,368,0
22788,0,0,1,0.00000,0.00000,0.00000,0.00000,3,3,0,0,17,65,0
32985,0,0,2,0.00000,0.04167,0.00000,-104.00430,104,104,0,1,16,65,0
9467,0,0,1,0.00000,0.00000,0.00000,0.00000,12,12,0,0,0,924,0
38005,0,0,2,0.00000,64.41666,0.00000,25.32005,6,6,0,1,37,95,0
18203,0,0,1,0.00000,0.00000,0.00000,0.00000,104,104,0,0,179,1774,0
21846,0,0,2,0.00000,31.58333,0.00000,5.28735,10,10,0,1,86,463,0
23512,0,0,1,0.00000,0.00000,0.00000,0.00000,27,27,0,0,4,23,0
26655,0,0,2,0.00000,57.16667,0.00000,-37.47546,66,66,0,1,26,232,0
3452,0,0,1,0.00000,0.00000,0.00000,0.00000,29,29,0,0,70,204,0
5879,0,0,1,0.00000,0.00000,0.00000,0.00000,147,147,0,0,163,1832,0
15724,0,0,1,0.00000,0.00000,0.00000,0.00000,113,113,0,0,184,472,0
25313,0,0,1,0.00000,0.00000,0.00000,0.00000,36,36,0,0,157,199,0
11925,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,3,6,0
18925,0,0,1,0.00000,0.00000,0.00000,0.00000,58,58,0,0,70,175,0
19014,0,0,1,0.00000,0.00000,0.00000,0.00000,86,86,0,0,9,25,0
21447,0,0,1,0.00000,0.00000,0.00000,0.00000,1,1,0,0,177,1395,0
22986,0,0,3,0.00000,8.41667,0.00000,-119.38530,124,124,0,1,185,1560,0
33018,0,0,1,0.00000,0.00000,0.00000,0.00000,0,0,0,0,2,4,0
20419,0,0,1,0.00000,0.00000,0.00000,0.00000,107,107,0,0,84,585,0
6267,0,0,1,0.00000,0.00000,0.00000,0.00000,60,60,0,0,128,1354,0
35284,1,1,2,0.00000,12.33333,0.00000,-9.59457,15,15,0,1,88,159,0
3725,0,0,23,0.00000,5.25379,0.00000,-21.51834,26,26,0,1,156,8759,0
6255,0,0,1,0.00000,0.00000,0.00000,0.00000,96,96,0,0,97,400,0
5400,0,0,1,0.00000,0.00000,0.00000,0.00000,79,79,0,0,167,2329,0
9094,0,0,1,0.00000,0.00000,0.00000,0.00000,115,115,0,0,16,60,0
18045,1,1,9,0.00000,7.45833,0.00000,-6.29989,12,12,0,1,60,262,0
33776,0,0,2,0.00000,38.12500,0.00000,19.03848,0,0,0,1,30,120,0
1144,0,0,1,0.00000,0.00000,0.00000,0.00000,147,147,0,0,150,1334,0
37841,0,0,1,0.00000,0.00000,0.00000,0.00000,55,55,0,0,40,176,0
4585,0,0,2,0.00000,91.79166,0.00000,-0.31552,46,46,0,1,49,133,0
36776,1,1,3,0.00000,80.91666,0.00000,41.68333,12,12,0,1,171,2437,0
18488,0,0,1,0.00000,0.00000,0.00000,0.00000,128,128,0,0,99,355,0
31924,0,0,1,0.00000,0.00000,0.00000,0.00000,23,23,0,0,36,235,0
15011,0,0,1,0.00000,0.00000,0.00000,0.00000,53,53,0,0,18,54,0
4070,0,0,1,0.00000,0.00000,0.00000,0.00000,151,151,0,0,41,98,0
34369,0,0,1,0.00000,0.00000,0.00000,0.00000,58,58,0,0,20,99,0
4941,0,0,1,0.00000,0.00000,0.00000,0.00000,16,16,0,0,30,84,0
8321,0,0,1,0.00000,0.00000,0.00000,0.00000,31,31,0,0,164,588,0
10118,0,0,6,0.00000,11.12500,0.00000,-111.81780,121,121,0,1,149,331,0
21848,0,0,1,0.00000,0.00000,0.00000,0.00000,121,121,0,0,45,121,0
27641,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,8,32,0
36745,0,0,1,0.00000,0.00000,0.00000,0.00000,130,130,0,0,180,889,0
32987,0,0,1,0.00000,0.00000,0.00000,0.00000,121,121,0,0,115,703,0
21626,0,0,1,0.00000,0.00000,0.00000,0.00000,52,52,0,0,107,182,0
31387,1,1,7,0.00000,8.81250,0.00000,6.87094,0,0,0,1,20,75,0
25732,0,0,1,0.00000,0.00000,0.00000,0.00000,25,25,0,0,48,100,0
7419,0,0,1,0.00000,0.00000,0.00000,0.00000,133,133,0,0,122,711,0
29737,0,0,1,0.00000,0.00000,0.00000,0.00000,57,57,0,0,15,34,0
24057,0,0,1,0.00000,0.00000,0.00000,0.00000,23,23,0,0,167,662,0
9503,0,0,1,0.00000,0.00000,0.00000,0.00000,44,44,0,0,35,112,0
17145,0,0,2,0.00000,17.12500,0.00000,-113.28230,121,121,0,1,56,107,0
13412,0,0,1,0.00000,0.00000,0.00000,0.00000,5,5,0,0,9,27,0
11033,0,0,2,0.00000,0.16667,0.00000,-98.38258,98,98,0,1,45,319,0
28716,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,73,145,0
26163,0,0,1,0.00000,0.00000,0.00000,0.00000,48,48,0,0,137,242,0
31015,0,0,1,0.00000,0.00000,0.00000,0.00000,141,141,0,0,102,1482,0
29596,0,0,1,0.00000,0.00000,0.00000,0.00000,54,54,0,0,72,200,0
26952,0,0,1,0.00000,0.00000,0.00000,0.00000,16,16,0,0,9,36,0
11166,0,0,1,0.00000,0.00000,0.00000,0.00000,159,159,0,0,63,464,0
37932,0,0,1,0.00000,0.00000,0.00000,0.00000,150,150,0,0,177,401,0
55,0,0,1,0.00000,0.00000,0.00000,0.00000,152,152,0,0,72,101,0
9656,0,0,1,0.00000,0.00000,0.00000,0.00000,21,21,0,0,14,139,0
36565,1,1,0,0.00000,0.00000,0.00000,0.00000,0,0,0,0,169,1144,0
20945,0,0,1,0.00000,0.00000,0.00000,0.00000,15,15,0,0,9,31,0
25640,0,0,2,0.00000,15.12500,0.00000,-31.23935,38,38,0,1,64,325,0
3895,0,0,1,0.00000,0.00000,0.00000,0.00000,170,170,0,0,178,4969,0
24823,1,1,2,0.00000,0.83333,0.00000,-7.41074,7,7,0,1,158,1624,0
7263,0,0,1,0.00000,0.00000,0.00000,0.00000,5,5,0,0,36,274,0
1343,0,0,1,0.00000,0.00000,0.00000,0.00000,126,126,0,0,130,666,0
17148,1,1,12,0.00000,6.36364,0.00000,-37.52584,43,43,0,1,167,2301,0
24676,0,0,1,0.00000,0.00000,0.00000,0.00000,37,37,0,0,30,212,0
10307,0,0,1,0.00000,0.00000,0.00000,0.00000,15,15,0,0,31,225,0
25539,0,0,1,0.00000,0.00000,0.00000,0.00000,137,137,0,0,42,776,0
28785,0,0,1,0.00000,0.00000,0.00000,0.00000,76,76,0,0,146,375,0
35203,0,0,1,0.00000,0.00000,0.00000,0.00000,81,81,0,0,184,2754,0
11513,0,0,2,0.00000,52.20833,0.00000,-92.00710,118,118,0,1,0,423,0
34415,0,0,14,0.00000,3.23077,0.00000,-5.76012,8,8,0,1,161,699,0
30683,0,0,1,0.00000,0.00000,0.00000,0.00000,71,71,0,0,166,674,0
16148,0,0,1,0.00000,0.00000,0.00000,0.00000,128,128,0,0,104,233,0
30543,0,0,2,0.00000,32.91667,0.00000,-30.62564,47,47,0,1,173,1141,0
20532,0,0,1,0.00000,0.00000,0.00000,0.00000,36,36,0,0,171,4309,0
30848,0,0,1,0.00000,0.00000,0.00000,0.00000,19,19,0,0,19,130,0
21265,0,0,1,0.00000,0.00000,0.00000,0.00000,61,61,0,0,76,568,0
9709,0,0,1,0.00000,0.00000,0.00000,0.00000,77,77,0,0,3,82,0
22186,0,0,1,0.00000,0.00000,0.00000,0.00000,17,17,0,0,168,4042,0
20887,0,0,2,0.00000,7.16667,0.00000,-110.19440,113,113,0,1,42,1174,0
31023,0,0,3,0.00000,4.66667,0.00000,-163.97220,167,167,0,1,13,49,0
8686,0,0,2,0.00000,34.75000,0.00000,-7.36082,24,24,0,1,27,34,0
30698,0,0,1,0.00000,0.00000,0.00000,0.00000,13,13,0,0,35,72,0
868,0,0,1,0.00000,0.00000,0.00000,0.00000,129,129,0,0,41,593,0
12827,0,0,1,0.00000,0.00000,0.00000,0.00000,15,15,0,0,113,456,0
1176,0,0,1,0.00000,0.00000,0.00000,0.00000,169,169,0,0,170,626,0
30402,0,0,2,0.00000,23.75000,0.00000,-7.24335,19,19,0,1,162,1133,0
25487,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,11,89,0
3526,0,0,2,0.00000,0.33333,0.00000,-28.85396,29,29,0,1,14,58,0
10546,0,0,1,0.00000,0.00000,0.00000,0.00000,45,45,0,0,175,431,0
12522,0,0,1,0.00000,0.00000,0.00000,0.00000,20,20,0,0,20,55,0
5635,0,0,1,0.00000,0.00000,0.00000,0.00000,71,71,0,0,26,174,0
32010,0,0,1,0.00000,0.00000,0.00000,0.00000,80,80,0,0,167,3345,0
17389,0,0,1,0.00000,0.00000,0.00000,0.00000,69,69,0,0,19,30,0
14376,0,0,1,0.00000,0.00000,0.00000,0.00000,0,0,0,0,-1,1425,0
31568,0,0,1,0.00000,0.00000,0.00000,0.00000,27,27,0,0,29,280,0
35651,0,0,10,0.00000,18.87963,0.00000,16.67369,0,0,0,1,159,531,0
1615,0,0,1,0.00000,0.00000,0.00000,0.00000,182,182,0,0,176,291,0
33040,0,0,1,0.00000,0.00000,0.00000,0.00000,4,4,0,0,18,35,0
9635,0,0,1,0.00000,0.00000,0.00000,0.00000,53,53,0,0,181,2715,0
6277,0,0,1,0.00000,0.00000,0.00000,0.00000,92,92,0,0,143,1547,0
19528,0,0,1,0.00000,0.00000,0.00000,0.00000,134,134,0,0,138,195,0
15160,0,0,1,0.00000,0.00000,0.00000,0.00000,53,53,0,0,104,613,0
17385,0,0,2,0.00000,0.04167,0.00000,-113.99800,114,114,0,1,173,4350,0
15490,0,0,1,0.00000,0.00000,0.00000,0.00000,126,126,0,0,155,2604,0
16981,0,0,4,0.00000,23.72222,0.00000,16.20781,1,1,0,1,94,348,0
29750,0,0,1,0.00000,0.00000,0.00000,0.00000,180,180,0,0,174,1536,0
25350,0,0,1,0.00000,0.00000,0.00000,0.00000,31,31,0,0,26,163,0
21414,0,0,4,0.00000,40.70833,0.00000,-9.75532,40,40,0,1,160,1321,0
33481,0,0,4,0.00000,32.52778,0.00000,-26.02624,50,50,0,1,139,1520,0
7666,0,0,2,0.00000,74.16666,0.00000,24.03331,13,13,0,1,167,2607,0
6085,0,0,1,0.00000,0.00000,0.00000,0.00000,45,45,0,0,34,136,0
25562,0,0,2,0.00000,0.04167,0.00000,-0.84566,0,0,0,1,102,423,0
17551,0,0,1,0.00000,0.00000,0.00000,0.00000,64,64,0,0,160,699,0
13858,1,1,1,0.00000,0.00000,0.00000,0.00000,118,118,0,0,9,50,0
36592,0,0,1,0.00000,0.00000,0.00000,0.00000,181,181,0,0,33,323,0
21767,0,0,6,0.00000,31.69167,0.00000,20.91480,5,5,0,1,86,899,0
11782,0,0,1,0.00000,0.00000,0.00000,0.00000,166,166,0,0,59,342,0
32315,0,0,3,0.00000,54.18750,0.00000,17.50073,18,18,0,1,162,1058,0
35557,0,0,2,0.00000,60.16667,0.00000,-59.72138,89,89,0,1,172,3048,0
12095,0,0,2,0.00000,17.20833,0.00000,-138.36000,146,146,0,1,103,269,0
1397,0,0,1,0.00000,0.00000,0.00000,0.00000,113,113,0,0,147,2504,0
21291,0,0,1,0.00000,0.00000,0.00000,0.00000,70,70,0,0,45,121,0
16034,0,0,1,0.00000,0.00000,0.00000,0.00000,132,132,0,0,192,649,0
159,0,0,1,0.00000,0.00000,0.00000,0.00000,2,2,0,0,48,217,0
8761,0,0,1,0.00000,0.00000,0.00000,0.00000,161,161,0,0,173,1373,0
23939,0,0,6,0.00000,5.75000,0.00000,-19.52212,24,24,0,1,91,301,0
105,0,0,4,0.00000,19.33333,0.00000,-17.57540,32,32,0,1,155,970,0
24363,1,5,24,12.37500,2.45652,-8.86550,-12.28633,14,14,1,1,92,452,0
22405,0,0,1,0.00000,0.00000,0.00000,0.00000,85,85,0,0,149,262,0
24739,0,0,1,0.00000,0.00000,0.00000,0.00000,0,0,0,0,-1,1088,0
1700,0,0,2,0.00000,11.29167,0.00000,-42.28305,47,47,0,1,161,379,0
21009,0,0,2,0.00000,0.12500,0.00000,-53.95298,54,54,0,1,144,687,0
21849,0,0,1,0.00000,0.00000,0.00000,0.00000,0,0,0,0,15,54,0
